,name,keyword,additional_regex,category,subcategory,location,year,funding,website,summary
825,Cube,cube,,Applications - Enterprise,Finance,United States,2019,$21.7M,https://www.cubesoftware.com/,"Cube Dev is a developer framework for building analytics applications. It provides a complete backend API platform over the raw data while giving full customization and flexibility on the frontend.
"
1355,Cuebiq,cuebiq,,Data Sources & APIs,Location Intelligence,United States,$37.83M,,https://www.cuebiq.com/,"Cuebiq is a location intelligence company that helps businesses glean actionable insights about real-world consumer behaviors and trends. Using its data intelligence platform, Cuebiq provides geo-behavioral insights and offline location analytics, geo-behavioral audiences for cross-platform ad targeting, and offline attribution analysis.
"
355,Cumul.io,cumul.io,,Analytics,Analytics - Visualization,Belgium,2015,$15.58M,https://www.cumul.io/,"Cumul.io provides a data platform to connect and combine data from any source, and analyze it into dashboards. It offers a low-code platform for data analysis with integration into other SaaS platforms or applications. The company was founded in 2015 and is based in Leuven, Belgium."
468,Curvenote,curvenote,,Machine Learning & Artificial Intelligence,Data Science Notebooks,Canada,2020,$0.13M,https://curvenote.dev/,"Curvenote is a collaborative writing environment for scientific content, with integrations to Jupyter.
"
295,Cyral,cyral,,Infrastructure,Privacy & Security,United States,2018,$41.1M,https://cyral.com/,"Cyral's security product acts as a security layer on top of cloud data repositories — whether databases, data lakes, data warehouse or other data repository — helping identify issues like faulty configurations or anomalous activity.
"
908,D-ID,d-id,,Applications - Horizontal,Video Generation,Israel,2017,$42.62M,https://www.d-id.com/,"D-ID's proprietary facial reenactment technology enables the creation of video footage, using any ""driver"" video to guide the movements, expressions, and speech of the target actor or still photo subject.
"
307,D2IQ,d2iq,,Infrastructure,Compute,United States,2013,$245M,https://d2iq.com/,"D2iQ, formerly Mesosphere, is a provider of enterprise-grade cloud platforms that enable organizations to embrace open source and cloud native innovations while delivering smarter Day 2 operations. D2iQ empowers organizations to better navigate and accelerate cloud-native journeys with enterprise-grade technologies, training, professional services, and support."
1290,D3,d3,,Open Source Infrastructure,Open Source Infra - Visualizations,,,,https://github.com/d3/d3,"Bring data to life with SVG, Canvas and HTML. :bar\_chart::chart\_with\_upwards\_trend::tada:
"
1170,Dagster,dagster,,Open Source Infrastructure,Open Source - Orchestration,,,,https://github.com/dagster-io/dagster,"An orchestration platform for the development, production, and observation of data assets.
"
1122,Dask,dask,,Open Source Infrastructure,Frameworks,,,,https://github.com/dask/dask,"Parallel computing with task scheduling
"
109,Dassault Systemes DuoDB,dassault systemes duodb,,Infrastructure,NewSQL Databases,France,1983,,https://www.3ds.com/nuodb-distributed-sql-database,"Dassault Systemes (Euronext: DSY) (OTC Pink: DASTY) develops 3D design, 3D digital mock-up, and product lifecycle management (PLM) software. It provides solutions for a wide range of industries including aerospace and defense, architecture, engineering, construction, consumer goods, retail, and more. It was founded in 1983 and is based in Velizy-Villacoublay, France."
265,Data Virtuality,data virtuality,,Infrastructure,Fully Managed,Germany,$1.22M,,https://datavirtuality.com/en/,"datavirtuality is a B2B software that integrates the variety of Big Data. It acts as an intelligent data hub - connecting any data, any system, any time."
402,Data.ai,data.ai,,Analytics,Product Analytics,United States,2010,$157M,https://www.data.ai/en/,data.ai is a decision-making platform for the mobile app economy. data.ai combines the analytics of one's own apps with a granular understanding of the competition and market to provide a unique 360 degree view of one's mobile business.
226,Data.world,data.world,,Infrastructure,Data Governance & Catalog,United States,2016,$131.75M,https://data.world/,"Data.World provides a platform that allows people to solve complex, academic, commercial, and societal problems. Users can find relevant data from a wide range of sources, manage numerous file formats, understand the data's meaning in ways that can be enhanced and shared, and contribute to and discuss data to trigger collaboration. Data.World was founded in 2016 and is based in Austin, Texas."
259,Databand,databand,,Infrastructure,Data Quality & Observability,Israel,2019,$14.83M,https://databand.ai/,"Databand develops a software platform for agile machine learning development. The company is developing a framework that aims to offer cross-team standardization and complete visibility for project stakeholders. The company was founded in 2019 and is based in Tel Aviv, Israel. As of July 6th, 2022, Databand was acquired by IBM. The terms of the transaction were not disclosed."
1327,DataBento,databento,,Data Sources & APIs,Financial & Market Data,United States,2019,$58.55M,https://databento.com/,"Databento is a platform that offers institutional-quality, live, and historical, market, and alternative data. The company provides on-demand data, data infrastructure, and live and historical data. The company was founded in 2019 and is based in Boston, Massachusetts."
698,Databook,databook,,Applications - Enterprise,Sales,United States,2017,$71M,https://trydatabook.com/,"Databook's Customer Intelligence Platform accelerates enterprise sales performance at scale with three integrated products: Databook Intent Dashboard, Databook Insights Platform, and Databook Sales Decks. Databook Intent Dashboard improves Marketing-to-Sales performance while decreasing costs by helping customer-facing teams prioritize the companies most likely to buy. The Databook Insights Platform accelerates qualified pipeline and top-line growth by delivering strategic value and offering a hyper-personalized customer experience. Databook Sales Decks increase sales organization productivity at scale by enabling 1-click, dynamic, and empathic customer content that delivers to the customer's perspective."
